File Number,Date of Report,Crime Date Time,Crime,Reporting Area,Neighborhood,Location
2011-06605,8/26/2011 18:58,8/26/2011 16:15,Hit and Run,501,Cambridgeport,"MASSACHUSETTS Avenue & WESTERN AVENUE, Cambridge, MA"
2011-06607,8/26/2011 19:23,08/26/2011 20:06 - 20:30,Shoplifting,1101,North Cambridge,"0 White STREET, Cambridge, MA"
2011-06608,8/26/2011 20:19,08/26/2011 17:15 - 20:30,Larceny from MV,303,Inman/Harrington,"0 Kendall SQUARE, Cambridge, MA"
2011-06609,8/26/2011 21:03,08/26/2011 20:55 - 21:00,Rec. Stol. Property,411,Area 4,"ESSEX STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2011-06611,8/26/2011 22:16,8/26/2011 22:16,Drugs,501,Cambridgeport,"BROOKLINE STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2011-06612,8/26/2011 23:24,08/26/2011 22:30 - 22:31,Hit and Run,1101,North Cambridge,"2000 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06613,8/27/2011 7:15,08/27/2011 07:00 - 07:14,Domestic Dispute,409,Area 4,"BROADWAY & COLUMBIA STREET, Cambridge, MA"
2011-06614,8/27/2011 8:54,08/26/2011 00:00 - 08/27/2011 08:35,Larceny from MV,707,Riverside,"0 Mount Auburn STREET, Cambridge, MA"
2011-07474,9/25/2011 3:04,9/25/2011 3:00,Auto Theft,508,Cambridgeport,"200 CHESTNUT STREET, Cambridge, MA"
2011-06615,8/27/2011 9:45,08/26/2011 20:00 - 08/27/2011 09:30,Larceny from MV,602,Mid-Cambridge,"100 HANCOCK STREET, Cambridge, MA"
2011-06617,8/27/2011 10:39,08/26/2011 17:00 - 08/27/2011 09:00,Hit and Run,305,Inman/Harrington,"1200 CAMBRIDGE STREET, Cambridge, MA"
2011-06619,8/27/2011 11:53,08/20/2011 09:00 - 08/27/2011 09:30,Auto Theft,105,East Cambridge,"100 FIFTH STREET, Cambridge, MA"
2011-06621,8/27/2011 13:23,08/25/2011 17:00 - 08/27/2011 13:00,Hit and Run,804,Agassiz,"0 SACRAMENTO STREET, Cambridge, MA"
2011-06622,8/27/2011 15:39,08/26/2011 18:00 - 08/27/2011 13:40,Larceny from MV,105,East Cambridge,"100 SEVENTH STREET, Cambridge, MA"
2011-06623,8/27/2011 17:19,8/27/2011 12:30,Warrant Arrest,108,East Cambridge,"100 Sixth STREET, Cambridge, MA"
2011-06624,8/27/2011 19:37,8/27/2011 19:37,Simple Assault,501,Cambridgeport,"0 CENTRAL SQUARE, Cambridge, MA"
2011-06625,8/27/2011 20:01,08/27/2011 19:30 - 20:00,Larceny from MV,1004,West Cambridge,"BRATTLE STREET & MASON STREET, Cambridge, MA"
2011-06626,8/27/2011 22:54,08/27/2011 18:00 - 22:30,Hit and Run,507,Cambridgeport,"100 MAGAZINE STREET, Cambridge, MA"
2011-06629,8/28/2011 2:43,8/28/2011 2:43,Domestic Dispute,501,Cambridgeport,"MASSACHUSETTS Avenue & SIDNEY STREET, Cambridge, MA"
2011-06631,8/28/2011 10:30,8/28/2011 10:29,Domestic Dispute,910,Peabody,"0 WALDEN SQUAREUARE ROAD , Cambridge, MA"
2011-06633,8/28/2011 12:45,08/27/2011 23:00 - 08/28/2011 11:30,Auto Theft,302,Inman/Harrington,"0 SPRINGFIELD STREET, Cambridge, MA"
2011-06634,8/28/2011 14:06,08/05/2011 14:12 - 08/28/2011 14:12,Larceny from Residence,504,Cambridgeport,"100 FRANKLIN STREET, Cambridge, MA"
2011-06635,8/28/2011 13:27,8/28/2011 13:26,Violation of R.O.,1202,Highlands,"0 LOOMIS STREET, Cambridge, MA"
2011-06637,8/28/2011 17:02,8/28/2011 17:02,Threats,105,East Cambridge,"100 SPRING STREET, Cambridge, MA"
2011-06639,8/28/2011 16:47,08/28/2011 14:00 - 15:00,Mal. Dest. Property,905,Peabody,"Mount Pleasant STREET & UPLAND ROAD , Cambridge, MA"
2011-06640,8/28/2011 17:31,8/28/2011 17:30,Aggravated Assault,304,Inman/Harrington,"100 WEBSTER Avenue, Cambridge, MA"
2011-06642,8/28/2011 17:40,8/28/2011 17:40,Domestic Dispute,302,Inman/Harrington,"1200 CAMBRIDGE STREET, Cambridge, MA"
2011-06643,8/28/2011 18:09,8/28/2011 18:08,Domestic Dispute,304,Inman/Harrington,"0 YORK STREET, Cambridge, MA"
2011-06644,8/28/2011 18:23,01/01/2010 12:00 - 08/28/2011 18:10,Phone Calls,803,Agassiz,"0 EVERETT STREET, Cambridge, MA"
2011-06649,8/28/2011 20:14,08/28/2011 20:05 - 20:25,Aggravated Assault,910,Peabody,"0 WALDEN SQUAREUARE ROAD , Cambridge, MA"
2011-06650,8/28/2011 20:37,08/28/2011 16:00 - 21:00,Hit and Run,507,Cambridgeport,"KINNAIRD STREET & PLEASANT STREET, Cambridge, MA"
2011-06651,8/28/2011 20:49,8/28/2011 20:48,Aggravated Assault,203,MIT,"MASSACHUSETTS Avenue & VASSAR STREET, Cambridge, MA"
2011-06653,8/29/2011 0:13,8/29/2011 0:12,Domestic Dispute,605,Mid-Cambridge,"0 IRVING STREET, Cambridge, MA"
2011-06659,8/29/2011 9:40,08/29/2011 09:39 - 09:40,Drinking in Public,305,Inman/Harrington,"CAMBRIDGE STREET & TREMONT STREET, Cambridge, MA"
2011-06663,8/29/2011 11:37,8/29/2011 11:36,Warrant Arrest,502,Cambridgeport,"FRANKLIN STREET & LANDSDOWNE STREET, Cambridge, MA"
2011-06664,8/29/2011 11:29,08/28/2011 21:30 - 08/29/2011 09:30,Larceny from MV,105,East Cambridge,"0 EIGHTH STREET, Cambridge, MA"
2011-06665,8/29/2011 13:14,08/29/2011 13:00 - 14:02,Indecent Exposure,706,Riverside,"0 ELMER STREET, Cambridge, MA"
2011-06668,8/29/2011 15:02,08/22/2011 21:00 - 08/24/2011 08:30,Larceny of Bicycle,406,Area 4,"200 COLUMBIA STREET, Cambridge, MA"
2011-06669,8/29/2011 14:33,08/29/2011 10:30 - 12:00,Larceny from Person,508,Cambridgeport,"200 ALLSTON STREET, Cambridge, MA"
2011-06670,8/29/2011 15:44,8/29/2011 15:43,Warrant Arrest,107,East Cambridge,"GORE STREET & Monsignor OBrien HIGHWAY, Cambridge, MA"
2011-06671,8/29/2011 15:22,8/22/2011 12:00,Forgery,910,Peabody,"0 WALDEN MEWS, Cambridge, MA"
2011-06673,8/29/2011 17:15,08/29/2011 12:00 - 16:30,Hit and Run,102,East Cambridge,"100 Cambridgeside PLACE, Cambridge, MA"
2011-06674,8/29/2011 17:50,08/29/2011 17:30 - 17:50,Larceny from MV,101,East Cambridge,"EDUCATION STREET & North Point Blvd, Cambridge, MA"
2011-06675,8/29/2011 18:23,05/01/2011 00:00 - 07/02/2011 00:00,Forgery,101,East Cambridge,"0 MUSEUM WAY, Cambridge, MA"
2011-06679,8/29/2011 20:26,08/29/2011 20:00 - 20:30,Hit and Run,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA"
2011-06680,8/29/2011 20:23,08/28/2011 20:58 - 08/29/2011 20:58,Housebreak,610,Mid-Cambridge,"200 PROSPECT STREET, Cambridge, MA"
2011-06683,8/29/2011 22:13,8/29/2011 22:13,Domestic Dispute,910,Peabody,"0 WALDEN SQUAREUARE ROAD , Cambridge, MA"
2011-06684,8/29/2011 23:32,08/29/2011 23:30 - 23:50,Mal. Dest. Property,603,Mid-Cambridge,"200 HANCOCK STREET, Cambridge, MA"
2011-06687,8/29/2011 23:26,8/29/2011 23:20,Threats,501,Cambridgeport,"0 Central SQUARE, Cambridge, MA"
2011-06688,8/30/2011 3:18,08/30/2011 03:00 - 03:30,Arson,501,Cambridgeport,"0 CENTRAL SQUARE, Cambridge, MA"
2011-06689,8/30/2011 7:21,08/28/2011 22:00 - 08/30/2011 06:50,Housebreak,1106,North Cambridge,"0 HARRINGTON ROAD , Cambridge, MA"
2011-06690,8/30/2011 8:27,08/29/2011 18:00 - 08/30/2011 08:30,Mal. Dest. Property,1004,West Cambridge,"0 CRAIGIE STREET, Cambridge, MA"
2011-06692,8/30/2011 9:19,08/29/2011 13:30 - 08/30/2011 09:00,Mal. Dest. Property,604,Mid-Cambridge,"0 HIGHLAND Avenue, Cambridge, MA"
2011-06694,8/30/2011 11:01,08/30/2011 10:35 - 11:38,Larceny from MV,502,Cambridgeport,"300 ALBANY STREET, Cambridge, MA"
2011-06695,8/30/2011 10:24,08/29/2011 19:00 - 08/30/2011 09:00,Hit and Run,1102,North Cambridge,"0 DOVER STREET, Cambridge, MA"
2011-06696,8/30/2011 11:17,08/30/2011 10:55 - 11:10,Larceny from Building,406,Area 4,"300 PROSPECT STREET, Cambridge, MA"
2011-06700,8/30/2011 13:51,08/29/2011 19:00 - 08/30/2011 08:30,Hit and Run,913,Peabody,"100 NEW STREET, Cambridge, MA"
2011-06701,8/30/2011 13:27,8/30/2011 13:25,Larceny of Bicycle,1014,West Cambridge,"100 LEXINGTON Avenue, Cambridge, MA"
2011-06702,8/30/2011 13:10,8/30/2011 13:09,Warrant Arrest,607,Mid-Cambridge,"0 ELLERY STREET, Cambridge, MA"
2011-06704,8/30/2011 15:17,08/11/2011 12:00 - 08/30/2011 14:30,Auto Theft,1111,North Cambridge,"0 COTTAGE PARK Avenue, Cambridge, MA"
2011-06705,8/30/2011 15:30,8/30/2011 15:29,Larceny from MV,804,Agassiz,"0 SACRAMENTO STREET, Cambridge, MA"
2011-06706,8/30/2011 15:24,8/30/2011 13:10,Missing Person,302,Inman/Harrington,"400 PROSPECT STREET, Cambridge, MA"
2011-06707,8/30/2011 16:15,08/30/2011 12:30 - 12:45,Hit and Run,411,Area 4,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06708,8/30/2011 16:00,08/04/2011 15:00 - 08/30/2011 15:30,Housebreak,702,Riverside,"0 SODEN STREET, Cambridge, MA"
2011-06709,8/30/2011 16:29,08/30/2011 15:15 - 15:40,Larceny from Person,1002,West Cambridge,"0 BRATTLE STREET, Cambridge, MA"
2011-06711,8/30/2011 17:13,8/30/2011 17:46,Aggravated Assault,901,Peabody,"GARDEN STREET & Cambridge Common, Cambridge, MA"
2011-06765,9/1/2011 13:30,8/31/2011 18:15,Hit and Run,1101,North Cambridge,"0 PORTER SQUARE, Cambridge, MA"
2011-06712,8/30/2011 18:17,08/30/2011 18:10 - 18:17,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-06714,8/30/2011 18:14,08/30/2011 17:00 - 18:09,Hit and Run,707,Riverside,"ARROW STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2011-06717,8/30/2011 22:26,8/30/2011 22:26,Shoplifting,405,Area 4,"100 COLUMBIA STREET, Cambridge, MA"
2011-06718,8/30/2011 23:04,8/30/2011 23:04,Simple Assault,1002,West Cambridge,"0 HARVARD SQUARE, Cambridge, MA"
2011-06719,8/31/2011 0:33,8/31/2011 1:05,Disorderly,501,Cambridgeport,"500 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06722,8/31/2011 9:45,08/30/2011 23:00 - 08/31/2011 07:00,Mal. Dest. Property,904,Peabody,"0 FERNALD DRIVE, Cambridge, MA"
2011-06723,8/31/2011 10:44,8/16/2011 0:00,Forgery,105,East Cambridge,"200 GORE STREET, Cambridge, MA"
2011-06724,8/31/2011 9:39,08/31/2011 09:39 - 10:30,Simple Assault,105,East Cambridge,"200 CHARLES STREET, Cambridge, MA"
2011-06727,8/31/2011 14:29,08/31/2011 14:20 - 14:59,Warrant Arrest,411,Area 4,"BISHOP ALLEN DRIVE & ESSEX STREET, Cambridge, MA"
2011-06728,8/31/2011 15:37,08/06/2011 00:00 - 08/07/2011 00:00,Larceny of Bicycle,510,Cambridgeport,"0 FAIRMONT Avenue, Cambridge, MA"
2011-06730,8/31/2011 15:41,08/27/2011 00:00 - 02:00,Larceny from Person,1002,West Cambridge,"Harvard SQUARE & Harvard SQUARE, Cambridge, MA"
2011-06731,8/31/2011 15:41,08/31/2011 16:24 - 16:27,Street Robbery,305,Inman/Harrington,"400 COLUMBIA STREET, Cambridge, MA"
2011-06735,8/31/2011 18:19,08/26/2011 09:00 - 08/31/2011 17:30,Mal. Dest. Property,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-06736,8/31/2011 17:52,8/31/2011 18:43,Mal. Dest. Property,105,East Cambridge,"0 SEVENTH STREET, Cambridge, MA"
2011-06737,8/31/2011 18:49,8/31/2011 18:48,Domestic Dispute,1106,North Cambridge,"0 HARVEY STREET, Cambridge, MA"
2011-06738,8/31/2011 19:51,08/30/2011 09:00 - 20:12,Larceny from Residence,502,Cambridgeport,"100 Auburn Park, Cambridge, MA"
2011-06740,8/31/2011 19:10,08/31/2011 17:15 - 19:05,Hit and Run,411,Area 4,"BISHOP ALLEN DRIVE & NORFOLK STREET, Cambridge, MA"
2011-06742,8/31/2011 21:10,08/31/2011 21:00 - 21:15,Commercial Robbery,504,Cambridgeport,"300 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06743,8/31/2011 21:52,08/31/2011 21:00 - 22:00,Larceny from MV,202,MIT,"AMHERST STREET & HAYWARD STREET, Cambridge, MA"
2011-06745,8/31/2011 22:22,8/31/2011 23:00,Street Robbery,702,Riverside,"200 WESTERN Avenue, Cambridge, MA"
2011-06746,8/31/2011 23:46,08/31/2011 23:00 - 23:30,Larceny of Services,1002,West Cambridge,"100 WINTHROP STREET, Cambridge, MA"
2011-06747,9/1/2011 0:47,08/31/2011 18:30 - 21:45,Larceny from MV,602,Mid-Cambridge,"CLINTON STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2011-06750,9/1/2011 3:41,9/1/2011 3:40,Aggravated Assault,305,Inman/Harrington,"400 COLUMBIA STREET, Cambridge, MA"
2011-06751,9/1/2011 5:30,08/31/2011 18:00 - 09/01/2011 05:30,Hit and Run,703,Riverside,"0 RIVER STREET, Cambridge, MA"
2011-06752,9/1/2011 7:24,9/1/2011 6:30,Housebreak,909,Peabody,"0 AVON HILL STREET, Cambridge, MA"
2011-06753,9/1/2011 8:09,8/29/2011 17:30,Phone Calls,905,Peabody,"0 WASHINGTON Avenue, Cambridge, MA"
2011-06754,9/1/2011 10:36,08/31/2011 21:00 - 09/01/2011 10:53,Mal. Dest. Property,405,Area 4,"100 COLUMBIA STREET, Cambridge, MA"
2011-06755,9/1/2011 11:01,08/31/2011 12:00 - 13:45,Larceny of Bicycle,303,Inman/Harrington,"0 Kendall SQUARE MBTA Stat, Cambridge, MA"
2011-06757,9/1/2011 9:15,08/02/2010 00:01 - 08/30/2011 11:59,Forgery,1102,North Cambridge,"2300 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06758,9/1/2011 11:30,9/1/2011 11:30,Warrant Arrest,108,East Cambridge,"100 Sixth STREET, Cambridge, MA"
2011-06759,9/1/2011 11:42,08/31/2011 00:00 - 14:00,Hit and Run,406,Area 4,"100 MARKET STREET, Cambridge, MA"
2011-06761,9/1/2011 11:44,09/01/2011 11:30 - 11:35,Harassment,409,Area 4,"BROADWAY & COLUMBIA STREET, Cambridge, MA"
2011-06762,9/1/2011 12:16,08/29/2011 12:00 - 09/01/2011 10:30,Larceny from MV,707,Riverside,"0 Mount Auburn STREET, Cambridge, MA"
2011-06763,9/1/2011 13:06,9/1/2011 13:00,Larceny from MV,501,Cambridgeport,"400 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06766,9/1/2011 13:17,09/01/2011 10:22 - 10:28,Flim Flam,302,Inman/Harrington,"1300 CAMBRIDGE STREET, Cambridge, MA"
2011-06767,9/1/2011 13:31,08/31/2011 11:30 - 19:00,Hit and Run,902,Peabody,"CHAUNCY STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2011-06768,9/1/2011 14:42,08/31/2011 16:45 - 09/01/2011 14:45,Violation of H.O.,501,Cambridgeport,"400 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06769,9/1/2011 15:59,9/1/2011 15:59,Simple Assault,409,Area 4,"100 ESSEX STREET, Cambridge, MA"
2011-06770,9/1/2011 15:52,09/01/2011 15:50 - 15:55,Larceny from Residence,902,Peabody,"0 WALKER TERRACE, Cambridge, MA"
2011-06771,9/1/2011 16:48,08/31/2011 16:00 - 16:45,Forgery,108,East Cambridge,"200 Monsignor OBrien HIGHWAY, Cambridge, MA"
2011-06774,9/1/2011 17:36,08/15/2011 18:00 - 09/01/2011 17:00,Threats,105,East Cambridge,"0 FULKERSON STREET, Cambridge, MA"
2011-06775,9/1/2011 17:11,09/01/2011 16:30 - 17:00,Larceny from Person,411,Area 4,"600 Massachusetts Avenue, Cambridge, MA"
2011-06776,9/1/2011 16:45,01/19/2011 10:25 - 09/01/2011 13:00,Flim Flam,409,Area 4,"100 Essex STREET, Cambridge, MA"
2011-06777,9/1/2011 17:04,07/26/2011 18:25 - 09/01/2011 18:25,Housebreak,804,Agassiz,"0 WENDELL STREET, Cambridge, MA"
2011-06778,9/1/2011 17:06,09/01/2011 09:00 - 13:00,Hit and Run,107,East Cambridge,"0 THORNDIKE STREET, Cambridge, MA"
2011-06779,9/1/2011 18:11,9/1/2011 18:11,Drugs,501,Cambridgeport,"MASSACHUSETTS Avenue & Central SQUARE, Cambridge, MA"
2011-06780,9/1/2011 17:21,9/1/2011 17:21,Forgery,507,Cambridgeport,"0 RIVER STREET, Cambridge, MA"
2011-06781,9/1/2011 20:07,09/01/2011 20:30 - 20:57,Larceny from Person,910,Peabody,"0 WALDEN SQUAREUARE ROAD , Cambridge, MA"
2011-06783,9/2/2011 7:09,09/02/2011 06:45 - 07:09,Disorderly,907,Peabody,"BOND STREET & Bond STREET, Cambridge, MA"
2011-06788,9/2/2011 9:48,09/01/2011 08:00 - 09/02/2011 11:00,Mal. Dest. Property,409,Area 4,"300 BROADWAY, Cambridge, MA"
2011-06789,9/2/2011 11:21,9/2/2011 11:21,Domestic Dispute,704,Riverside,"MEMORIAL DRIVE & Western AVENUE, Cambridge, MA"
2011-06790,9/2/2011 12:01,09/02/2011 09:00 - 11:00,Housebreak,101,East Cambridge,"0 LEIGHTON STREET, Cambridge, MA"
2011-06791,9/2/2011 11:49,08/11/2011 12:00 - 08/31/2011 12:00,Embezzlement,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-06795,9/2/2011 14:23,8/5/2011 13:57,Shoplifting,504,Cambridgeport,"0 SIDNEY STREET, Cambridge, MA"
2011-06797,9/2/2011 14:16,09/02/2011 13:45 - 14:25,Housebreak,1111,North Cambridge,"2600 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06798,9/2/2011 14:54,09/02/2011 14:00 - 14:55,Larceny from Building,1202,Highlands,"700 CONCORD Avenue, Cambridge, MA"
2011-06800,9/2/2011 14:25,09/02/2011 12:00 - 16:33,Housebreak,605,Mid-Cambridge,"0 SUMNER ROAD , Cambridge, MA"
2011-06802,9/2/2011 16:01,08/31/2011 12:00 - 17:00,Larceny of Bicycle,704,Riverside,"200 PUTNAM Avenue, Cambridge, MA"
2011-06803,9/2/2011 16:36,9/2/2011 16:35,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-06804,9/2/2011 17:33,09/02/2011 17:40 - 17:57,Warrant Arrest,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-06805,9/2/2011 17:43,08/25/2011 17:55 - 08/28/2011 17:55,Larceny from Building,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-06806,9/2/2011 17:24,9/2/2011 17:00,Larceny of Bicycle,706,Riverside,"400 WESTERN Avenue, Cambridge, MA"
2011-06807,9/2/2011 18:25,09/02/2011 09:00 - 18:20,Housebreak,602,Mid-Cambridge,"900 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06808,9/2/2011 18:59,09/02/2011 17:00 - 18:30,Hit and Run,303,Inman/Harrington,"BROADWAY & HAMPSHIRE STREET, Cambridge, MA"
2011-06809,9/2/2011 18:31,09/01/2011 08:00 - 17:00,Larceny of Bicycle,411,Area 4,"100 BISHOP ALLEN DRIVE, Cambridge, MA"
2011-06810,9/2/2011 19:33,9/2/2011 19:33,Simple Assault,607,Mid-Cambridge,"0 CLEVELAND STREET, Cambridge, MA"
2011-06811,9/2/2011 20:11,9/2/2011 20:10,Simple Assault,704,Riverside,"300 RIVER STREET, Cambridge, MA"
2011-06813,9/2/2011 21:56,09/02/2011 18:40 - 18:50,Flim Flam,804,Agassiz,"1900 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06814,9/2/2011 22:57,9/2/2011 22:57,OUI,404,Area 4,"MARKET STREET & WINDSOR STREET, Cambridge, MA"
2011-06815,9/2/2011 22:52,09/02/2011 21:00 - 23:00,Larceny from MV,708,Riverside,"HOLYOKE STREET & Mount Auburn STREET, Cambridge, MA"
2011-06816,9/2/2011 23:25,9/2/2011 23:20,Simple Assault,301,Inman/Harrington,"100 WILLOW STREET, Cambridge, MA"
2011-06817,9/2/2011 23:51,9/2/2011 23:51,Simple Assault,708,Riverside,"1400 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06820,9/3/2011 6:35,09/03/2011 01:15 - 01:30,Mal. Dest. Property,411,Area 4,"100 BISHOP ALLEN DRIVE, Cambridge, MA"
2011-06821,9/3/2011 6:55,09/03/2011 00:00 - 06:45,Hit and Run,202,MIT,"AMES STREET & MEMORIAL DRIVE, Cambridge, MA"
2011-06822,9/3/2011 9:50,08/30/2011 11:00 - 09/03/2011 09:45,Mal. Dest. Property,1004,West Cambridge,"BERKELEY STREET & GARDEN STREET, Cambridge, MA"
2011-06823,9/3/2011 9:43,09/03/2011 00:00 - 09:30,Hit and Run,305,Inman/Harrington,"100 HAMPSHIRE STREET, Cambridge, MA"
2011-06824,9/3/2011 11:14,08/12/2011 00:01 - 09/03/2011 11:00,Mal. Dest. Property,1015,West Cambridge,"0 BRATTLE CIRCLE, Cambridge, MA"
2011-06825,9/3/2011 13:03,09/03/2011 12:03 - 12:20,Larceny from MV,601,Mid-Cambridge,"MASSACHUSETTS Avenue & TEMPLE STREET, Cambridge, MA"
2011-06826,9/3/2011 12:59,09/02/2011 10:00 - 09/03/2011 12:50,Larceny from MV,1008,West Cambridge,"0 DOANE STREET, Cambridge, MA"
2011-06827,9/3/2011 14:21,08/13/2011 14:30 - 15:30,Larceny from MV,801,Agassiz,"100 WENDELL STREET, Cambridge, MA"
2011-06828,9/3/2011 14:09,09/03/2011 14:00 - 14:15,Aggravated Assault,408,Area 4,"MASSACHUSETTS Avenue & WINDSOR STREET, Cambridge, MA"
2011-06829,9/3/2011 16:22,09/03/2011 15:00 - 16:00,Larceny from Person,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-06830,9/3/2011 15:58,09/03/2011 15:50 - 15:57,Shoplifting,102,East Cambridge,"100 Cambridgeside PLACE, Cambridge, MA"
2011-06831,9/3/2011 16:11,09/02/2011 22:00 - 09/03/2011 14:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-06832,9/3/2011 17:47,9/3/2011 17:00,Larceny from Person,601,Mid-Cambridge,"800 Massachusetts Avenue, Cambridge, MA"
2011-06835,9/3/2011 21:24,9/3/2011 21:23,Threats,1302,Strawberry Hill,"100 PARK Avenue, Cambridge, MA"
2011-06836,9/3/2011 22:19,9/3/2011 22:18,Aggravated Assault,601,Mid-Cambridge,"MASSACHUSETTS Avenue & PROSPECT STREET, Cambridge, MA"
2011-06837,9/3/2011 21:25,09/03/2011 21:25 - 22:40,Liquor Possession/Sale,1104,North Cambridge,"2500 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06838,9/3/2011 22:50,09/03/2011 18:00 - 22:50,Commercial Break,1104,North Cambridge,"0 MATIGNON ROAD , Cambridge, MA"
2011-06839,9/4/2011 1:48,09/03/2011 22:00 - 09/04/2011 01:40,Mal. Dest. Property,302,Inman/Harrington,"0 SPRINGFIELD STREET, Cambridge, MA"
2011-06840,9/4/2011 2:01,09/04/2011 02:00 - 09/04/2001 02:00,Aggravated Assault,501,Cambridgeport,"BROOKLINE STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2011-06841,9/4/2011 2:27,09/04/2011 02:20 - 02:25,Domestic Dispute,107,East Cambridge,"200 CAMBRIDGE STREET, Cambridge, MA"
2011-06842,9/4/2011 3:52,9/4/2011 4:21,Domestic Dispute,702,Riverside,"100 KINNAIRD STREET, Cambridge, MA"
2011-06844,9/4/2011 9:28,09/04/2011 10:20 - 10:21,Domestic Dispute,411,Area 4,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06845,9/4/2011 9:50,09/03/2011 23:00 - 09/04/2011 09:00,Auto Theft,910,Peabody,"200 RAYMOND STREET, Cambridge, MA"
2011-06846,9/4/2011 10:53,09/04/2011 10:55 - 11:00,Simple Assault,601,Mid-Cambridge,"0 Temple STREET, Cambridge, MA"
2011-06847,9/4/2011 10:33,8/29/2011 11:35,Aggravated Assault,304,Inman/Harrington,"100 Willow STREET, Cambridge, MA"
2011-06852,9/4/2011 14:44,09/04/2011 14:00 - 14:40,Larceny from Building,1002,West Cambridge,"0 BRATTLE STREET, Cambridge, MA"
2011-06853,9/4/2011 14:49,09/04/2011 09:30 - 15:30,Violation of R.O.,1202,Highlands,"0 LOOMIS STREET, Cambridge, MA"
2011-06856,9/4/2011 19:01,9/4/2011 19:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-06857,9/4/2011 18:52,9/4/2011 19:54,Aggravated Assault,506,Cambridgeport,"0 Lopez STREET, Cambridge, MA"
2011-06858,9/4/2011 20:55,09/04/2011 13:15 - 15:15,Larceny from Building,804,Agassiz,"1800 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06861,9/4/2011 23:51,9/4/2011 23:50,Street Robbery,105,East Cambridge,"OTIS STREET & SEVENTH STREET, Cambridge, MA"
2011-06863,9/4/2011 22:54,09/04/2011 22:55 - 22:25,Disorderly,708,Riverside,"100 Mount Auburn STREET, Cambridge, MA"
2011-06865,9/5/2011 8:41,09/05/2011 01:00 - 09:42,Aggravated Assault,901,Peabody,"0 Cambridge Common, Cambridge, MA"
2011-06866,9/5/2011 10:25,09/04/2011 21:30 - 09/05/2011 10:15,Larceny from MV,101,East Cambridge,"EDUCATION STREET & Education STREET, Cambridge, MA"
2011-07526,9/26/2011 18:57,09/26/2011 10:00 - 18:40,Housebreak,408,Area 4,"0 COLUMBIA STREET, Cambridge, MA"
2011-06868,9/5/2011 11:04,09/04/2011 15:00 - 17:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-06870,9/5/2011 12:37,08/29/2011 12:50 - 09/05/2011 12:50,Threats,105,East Cambridge,"100 SEVENTH STREET, Cambridge, MA"
2011-06871,9/5/2011 12:21,08/31/2011 14:30 - 09/04/2011 20:00,Forgery,105,East Cambridge,"100 SPRING STREET, Cambridge, MA"
2011-06872,9/5/2011 12:58,09/01/2011 13:56 - 09/05/2011 12:00,Larceny of Bicycle,902,Peabody,"1600 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06873,9/5/2011 13:18,09/05/2011 12:00 - 13:15,Auto Theft,905,Peabody,"1800 MASSACHUSETTS Avenue, Cambridge, MA"
2011-06874,9/5/2011 13:54,09/05/2011 13:53 - 13:55,Shoplifting,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA"
2011-06875,9/5/2011 13:28,08/11/2011 09:00 - 09/01/2011 09:00,Larceny from Residence,1108,North Cambridge,"0 THERIAULT COURT, Cambridge, MA"
